;Method;Time_Window;Driver;Impostors;Method_Parameters;PORC_FAR;Min_Time_Detection_s_FAR;Average_Time_Detection_s_FAR;Max_Time_Detection_s_FAR;Standard_deviation_s_FAR;PORC_FRR;Min_Time_Detection_s_FRR;Average_Time_Detection_s_FRR;Max_Time_Detection_s_FRR;Standard_deviation_s_FRR;Number_clusters
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};89.98;10;192.5872642;6906;728.1180294;0.2;140;381.5;799;287.5859292;3
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};88.5;10;145.7232143;4791;513.6587552;0.74;26;143.7272727;341;104.6432902;3
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;3
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};79.89;10;134.430127;3951;399.1175199;7.77;10;21.40540541;82;13.74400919;3
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};90.67;10;356.0619469;10957;1077.580061;1;13;101.375;323;100.4840783;3
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};90.99;10;360.4196429;10929;1132.745996;0.2;13;381.5;1265;591.9332733;3
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};84.28;10;293.8203125;10728;985.5648838;24.72;10;13;30;3.504079255;3
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};21.36;10;25.15559441;714;34.85887439;69.19;10;10.47909968;16;0.864374;3
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};21.36;10;25.15559441;714;34.85887439;69.19;10;10.47909968;16;0.864374;3
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};78.52;10;70.69573115;4666;254.3570416;9.04;10;20.50847458;97;11.86587851;5
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};86.31;10;139.3141361;4672;475.8208135;0.94;11;107.6;364;113.5157635;5
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};87.62;10;157.913556;4791;549.9215624;0.47;40;194.75;700;231.7706687;5
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};87.51;10;158.6086957;4791;551.2380099;0.54;40;174;428;149.3921015;5
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};71.76;10;39.28097561;887;67.79207783;12.79;10;16.84337349;47;7.247958003;5
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;5
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};78.81;10;83.35332606;4975;268.0780078;8.98;10;20.04878049;79;12.19369204;5
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};88.36;10;212.3005319;10958;752.6875173;0.94;13;107.6;323;90.29855243;5
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};89.23;10;259.6168831;10929;923.1372913;0.33;13;257;862;316.1120055;5
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};57.54;10;40.95057766;753;69.57062179;44.14;10;11.21808511;19;1.59341731;5
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};51.37;10;38.20170828;723;62.62467158;66.18;10;10.53963415;16;0.92118252;5
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};51.37;10;38.20170828;723;62.62467158;66.18;10;10.53963415;16;0.92118252;5
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};71.76;10;43.43261231;2261;138.1549793;8.57;10;21.1875;86;11.93188721;10
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};82.33;10;82.96053998;2865;301.4049336;1.61;10;67.76;298;62.42881279;10
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};83.22;10;88.46357616;2865;322.1120311;1.47;11;72.95652174;298;63.78976711;10
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};82.57;10;82.8697001;2662;296.6057215;2.21;11;51.94117647;282;54.44927647;10
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};37.34;10;20.70786517;410;22.03634794;55.46;10;10.83195592;17;1.292508494;10
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;10
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};78.54;10;62.75316456;2310;167.7644283;9.98;10;18.81021898;73;10.31384909;10
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};86.56;10;143.1935484;10742;599.3024627;0.8;10;122.9230769;404;111.7687058;10
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};85.19;10;99.98765432;8375;422.3729596;6.9;10;23.78723404;78;15.08746709;10
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};35.2;10;23.08325624;598;31.79059356;57.4;10;10.78651685;17;1.210023025;10
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};32.92;10;22.10446387;392;28.60742159;68.39;10;10.46130031;14;0.856589826;10
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};32.92;10;22.10446387;392;28.60742159;68.39;10;10.46130031;14;0.856589826;10
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};67.28;10;33.59104351;1215;80.56382602;10.92;10;18.3006993;43;8.468695432;30
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};76.78;10;49.97532387;1478;130.4967598;3.62;10;36.1509434;189;29.30371217;30
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};76.67;10;48.64494919;1478;125.3498909;4.02;10;33.70689655;104;21.38946176;30
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};53.28;10;17.56288315;255;15.83330378;32.75;10;11.93567251;23;2.274804491;30
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};0;0;0;0;0;100;0;0;0;0;30
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;30
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};75.87;10;49.89657321;2366;128.4526773;9.04;10;20.13114754;60;10.21985656;30
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};82.19;10;80.96761134;2570;227.6868772;5.69;10;26.17073171;88;17.20594563;30
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};63.46;10;28.08901252;694;46.08996576;25.05;10;12.92631579;28;3.615037369;30
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};38.59;10;17.89371337;539;19.11721171;61.75;10;10.63610315;16;0.951080904;30
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};38.59;10;17.89371337;539;19.11721171;61.75;10;10.63610315;16;0.951080904;30
0;OCSVM;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};38.59;10;17.89371337;539;19.11721171;61.75;10;10.63610315;16;0.951080904;30
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};86.92;30;469.8224852;7293;1063.099838;10.09;30;38.83703704;85;9.624446026;1
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};93.52;30;961.0581395;10232;1968.98827;0.95;31;126.5333333;296;73.83366118;1
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};93.81;30;1101.08;10497;2245.65081;0.68;31;162.3636364;309;101.3767949;1
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};93.82;30;1059.923077;10497;2211.295476;0.81;31;141.6923077;309;89.38809076;1
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};93.4;30;1005.304878;10495;2168.953691;4.33;30;51.42857143;127;19.95213166;1
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};73.61;30;152.7019608;7326;490.2073029;47.8;30;31.06702413;39;1.445538554;1
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};82.12;30;424.4494382;12837;1176.100874;9.82;30;39.16793893;88;9.783937128;1
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};90.06;30;1147.695652;14898;2369.974071;1.08;30;120.3125;353;82.3575285;1
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};91.59;30;1599;19623;3381.59833;0.54;36;192.2222222;353;101.9678599;1
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};91.5;30;1381.224138;18909;3107.579472;0.74;36;162.2727273;379;107.2689059;1
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};73.08;30;196.4839572;3635;495.5426884;19.7;30;34.15652174;54;4.396487888;1
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};65.18;30;118.2476038;2790;291.260836;36.7;30;31.71014493;43;2.192093677;1
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};81.74;30;245.8978328;7304;645.7584054;11.24;30;37.74;62;7.767968993;3
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};87.58;30;359.6872247;7319;901.528311;1.49;30;92.26086957;296;68.14771215;3
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};88.95;30;432.3756614;7319;1123.652092;0.95;31;126.5333333;296;87.13279411;3
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};88.72;30;429.2210526;7319;1121.28874;1.42;30;95.18181818;218;59.10655138;3
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};83.64;30;250.2654321;7299;689.0420756;23.76;30;33.34749035;51;3.564861821;3
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;3
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};80.8;30;368.4705882;6198;808.3157117;9.21;30;40.08264463;76;9.947015278;3
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};89.88;30;755.7358491;11893;1755.217747;1.35;30;101.85;347;80.30551859;3
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};88.85;30;685.5344828;11652;1780.228009;1.15;31;114.8823529;353;75.57023418;3
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};83.63;30;497.503268;11510;1338.517208;22.07;30;33.47859922;51;3.745899996;3
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};22.05;30;76.96700508;740;95.07793202;62.63;30;30.57264957;35;0.891062666;3
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};22.05;30;76.96700508;740;95.07793202;62.63;30;30.57264957;35;0.891062666;3
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};79.16;30;173.6673774;4654;459.4277054;10.83;30;38.34042553;82;8.949724487;5
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};86.48;30;266.5801282;7304;735.8192931;2.1;31;74.1875;139;34.76226866;5
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};86.96;30;302.010989;7304;807.3391594;1.56;33;89.58333333;288;59.9455671;5
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};86.5;30;281.1904762;7304;781.5873394;2.1;30;74.1875;203;43.66990364;5
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};69.45;30;72.44890511;1449;102.869853;41.3;30;31.35597826;38;1.726825416;5
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;5
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};78.56;30;280.2537313;10223;802.3320802;9.82;30;39.48818898;85;9.856805031;5
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};87.14;30;448.6179775;11912;1222.87767;1.22;32;105.7894737;292;74.80164804;5
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};86.75;30;449.0677966;11663;1262.367115;1.15;35;110.1111111;395;85.60160038;5
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};68.27;30;91.6509636;2773;214.1577141;39.68;30;31.57514451;43;2.092461447;5
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};40.3;30;54.79835698;845;56.72239559;59.99;30;30.65546218;38;1.081797621;5
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};40.3;30;54.79835698;845;56.72239559;59.99;30;30.65546218;38;1.081797621;5
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};76.43;30;115.4221636;4651;309.4014781;11.17;30;37.80536913;68;7.458604547;10
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};82.13;30;175.3575884;4761;495.2249625;2.91;30;61.59090909;177;31.06131834;10
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};82.95;30;189.4988713;4762;545.362868;2.98;30;60.84444444;177;29.1601811;10
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};82.1;30;191.1359447;4762;543.6498096;6.77;30;43.19587629;92;11.96926548;10
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};17.66;30;40.31091181;274;18.8599662;78.27;30;30.30487805;33;0.592931652;10
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;10
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};76.96;30;128.641994;3862;302.7500483;11.44;30;37.72;80;8.223489029;10
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};81.99;30;171.8373984;4945;418.0930694;3.11;31;61.52272727;133;31.05096234;10
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};79.42;30;132.2898331;4776;297.8568475;10.16;30;39.0530303;85;8.967553381;10
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};33.77;30;59.50052687;856;75.53383327;65.06;30;30.54029851;34;0.849807957;10
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};33.77;30;59.50052687;856;75.53383327;65.06;30;30.54029851;34;0.849807957;10
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};33.77;30;59.50052687;856;75.53383327;65.06;30;30.54029851;34;0.849807957;10
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};70.69;30;73.77827051;2465;167.2992117;14.01;30;36.13483146;65;6.872019763;30
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};77.33;30;109.6350365;2809;284.261392;7.24;30;43.27083333;103;15.03153119;30
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};77.21;30;107.9749403;2825;281.908868;8.06;30;41.81132075;92;12.81302403;30
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};49.03;30;43.67691233;713;36.74738658;41.98;30;31.42776204;42;1.842065241;30
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};0;0;0;0;0;100;0;0;0;0;30
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};0;0;0;0;0;100;0;0;0;0;30
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};75.45;30;88.16651418;3321;203.9359989;11.78;30;37.68666667;72;7.867302708;30
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};80.76;30;115.9623116;4936;317.6517631;4.54;30;52.89830508;116;22.69793771;30
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};60.93;30;57.31995662;1482;84.14613811;41.91;30;31.38333333;41;1.844286517;30
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};38.01;30;48.30942501;791;48.66049426;78.2;30;30.2983871;34;0.654846012;30
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};38.01;30;48.30942501;791;48.66049426;78.2;30;30.2983871;34;0.654846012;30
0;OCSVM;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};38.01;30;48.30942501;791;48.66049426;78.2;30;30.2983871;34;0.654846012;30
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};66.66;3;34.42797119;1930;90.2995943;9.82;3;11.90456432;62;9.588362082;1
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};79.74;3;104.9156051;2901;274.7369643;1.17;9;86.38709677;315;84.83775788;1
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};84.04;3;152.030837;4830;554.2837941;0.26;9;332;786;322.8582174;1
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};84.89;3;172.7220844;4830;603.2368719;0.08;223;883.6666667;1339;585.649497;1
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};84.35;3;161.3706294;4816;569.2052257;0.11;46;663;1089;440.4232812;1
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};82.66;3;143.0442105;5890;540.4445546;1.4;6;70.68421053;259;71.79667434;1
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.1};86.56;3;95.05172414;5279;374.145548;10.12;3;11.87136929;56;9.547908246;1
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.01};98;3;1262.857143;19077;3217.95905;1.13;8;89.23333333;271;73.11053669;1
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.001};98.7;3;1313.459016;19120;3620.52925;0.04;310;1325;2340;1435.426766;1
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 0.0001};98.95;3;1487.185185;19123;3901.192329;0.04;310;1325;2340;1435.426766;1
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-05};98.95;3;1487.185185;19123;3901.192329;0.04;310;1325;2340;1435.426766;1
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'sigmoid', 'nu': 1e-06};34.34;3;17.84291406;880;51.61798218;87.87;3;3.142348754;5;0.397788753;1
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.1};66.52;3;25.81537102;1578;81.47525867;9.56;3;12.78378378;60;10.65960821;3
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.01};79.63;3;91.26694329;2836;316.3206705;1.06;3;95.53571429;413;106.796616;3
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.001};80.85;3;119.4426523;2836;396.603605;0.34;7;265.8;663;247.3929847;3
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 0.0001};80.85;3;121.5784672;2836;402.7035501;0.26;7;332;766;309.4635912;3
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-05};80.3;3;109.5768595;2836;362.3747413;0.42;7;221.6666667;663;224.0439621;3
0;OCSVM;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'kernel': 'rbf', 'nu': 1e-06};11.21;3;12.73640662;197;20.14380897;62.26;3;3.595846645;9;0.940424756;3
